"Symbol","Sector","Year","Eps","PE","Asst/Shr","Profit","Divid%","Div.Yield"
"1JANATAMF","MutualFunds","2023","-0.32","","9.78","-92.55","",""
"1JANATAMF","MutualFunds","2022","0.24","26.47","10.8","70.1","7","10.94"
"1JANATAMF","MutualFunds","2021","2.54","2.76","11.94","735.56","13","18.57"
"1JANATAMF","MutualFunds","2020","-1.26","-3.25","9.32","-365.78","",""
"1JANATAMF","MutualFunds","2019","0.28","16.99","10.88","81.92","3","6.25"
"1JANATAMF","MutualFunds","2018","0.84","6.2","11.36","231.58","2","3.23"
"1JANATAMF","MutualFunds","2017","1.16","6.27","12.06","297.18","2","2.74"
"1JANATAMF","MutualFunds","2016","0.55","9.09","11.19","133.42","",""
"1JANATAMF","MutualFunds","2015","1.04","4.62","11.33","231.29","",""
"1JANATAMF","MutualFunds","2014","1.76","3.99","11.43","351.59","",""
"1JANATAMF","MutualFunds","2013","0.78","8.72","9.67","156.59","",""
"1JANATAMF","MutualFunds","2012","-1.23","","8.89","-246.39","",""
"1JANATAMF","MutualFunds","2011","0.98","","10.17","195.1","",""
"1STICB","MutualFunds","2015","142.73","7.91","1521.5","107.05","1000","8.86"
"1STICB","MutualFunds","2014","102.19","8.93","1550.1","76.64","800","8.76"
"1STICB","MutualFunds","2013","75.63","12.32","942.3","56.73","700","7.51"
"1STICB","MutualFunds","2012","70.73","12.47","1096.75","53.05","600","6.8"
"1STICB","MutualFunds","2011","64.7","16.17","1104.71","48.52","500","4.78"
"1STICB","MutualFunds","2010","56.44","15.42","1027.76","42.33","400","5"
"1STICB","MutualFunds","2009","38.52","15.01","617.22","28.89","310","5.36"
"1STICB","MutualFunds","2008","33.1","24.08","446.12","24.83","265","3.32"
"1STICB","MutualFunds","2007","24.08","14.26","321.76","12.04","190","5.53"
"1STICB","MutualFunds","2006","22.97","11.62","226.95","11.49","210","7.87"
"1STICB","MutualFunds","2005","20.34","12.85","53.07","10.17","210","8.03"
"1STICB","MutualFunds","2004","19.09","14.41","53.73","9.54","200","7.27"
"1STICB","MutualFunds","2003","15.42","12.54","54.64","7.71","180","9.31"
"1STICB","MutualFunds","2002","19.76","7.74","57.21","9.88","175","11.44"
"1STICB","MutualFunds","2001","16.99","9.42","54.95","8.49","170","10.63"
"1STICB","MutualFunds","2000","23.33","6.3","54.97","11.66","125","8.5"
"1STPRIMFMF","MutualFunds","2022","0.08","199.93","14.26","1.65","11","6.67"
"1STPRIMFMF","MutualFunds","2021","1.4","14.1","15.17","28.08","10","5.05"
"1STPRIMFMF","MutualFunds","2020","0.38","51.41","11.62","7.59","8","4.1"
"1STPRIMFMF","MutualFunds","2019","0.77","15.96","8.96","15.41","7","5.69"
"1STPRIMFMF","MutualFunds","2018","0.97","11.13","11.52","19.4","8.5","7.87"
"1STPRIMFMF","MutualFunds","2017","1.17","12.94","17.61","23.34","8.5","5.63"
"1STPRIMFMF","MutualFunds","2016","0.71","17.75","16.54","14.21","6","4.76"
"1STPRIMFMF","MutualFunds","2015","0.53","19.81","16.33","10.55","5","4.76"
"1STPRIMFMF","MutualFunds","2014","0.93","17.63","11.59","18.63","10","6.1"
"1STPRIMFMF","MutualFunds","2013","1.02","24.9","11.52","20.46","10","3.94"
"1STPRIMFMF","MutualFunds","2012","0.64","44.69","11.63","12.87","10","3.5"
"1STPRIMFMF","MutualFunds","2011","2.2","9.95","16.03","44.08","10","4.57"
"1STPRIMFMF","MutualFunds","2010","2.83","14.98","26.31","56.57","20","4.72"
"1STPRIMFMF","MutualFunds","2009","1.4","14.98","16.19","28.06","20","4.72"
"2NDICB","MutualFunds","2015","55.89","5.05","300.28","27.95","450","15.94"
"2NDICB","MutualFunds","2014","49.27","5.38","307.21","24.64","400","15.09"
"2NDICB","MutualFunds","2013","44.1","6.93","253.11","22.05","375","12.27"
"2NDICB","MutualFunds","2012","36.05","5.27","243.59","18.02","300","15.79"
"2NDICB","MutualFunds","2011","33.02","12.19","291.83","16.51","250","6.21"
"2NDICB","MutualFunds","2010","25.48","10.12","297.21","12.74","200","8"
"2NDICB","MutualFunds","2009","13.55","16.56","148.4","6.78","95","4.23"
"2NDICB","MutualFunds","2008","10.71","31.46","100.55","5.36","75","2.22"
"2NDICB","MutualFunds","2007","7.62","11.83","48.03","3.81","62","6.89"
"2NDICB","MutualFunds","2006","6.61","10.9","27.81","3.3","55","7.64"
"2NDICB","MutualFunds","2005","8.08","9.57","26.7","4.04","55","7.12"
"2NDICB","MutualFunds","2004","7.88","20.36","24.13","3.94","50","5.88"
"2NDICB","MutualFunds","2003","4.89","9.17","21.25","2.44","45","10.04"
"2NDICB","MutualFunds","2002","4.11","9.69","20.87","2.05","42","10.55"
"2NDICB","MutualFunds","2001","7.08","5.53","20.96","3.54","40","10.22"
"2NDICB","MutualFunds","2000","8.93","4.15","17.88","4.47","35","9.43"
"3RDICB","MutualFunds","2015","35.57","7.46","364.91","35.57","300","11.3"
"3RDICB","MutualFunds","2014","28.1","8.06","326.65","28.1","250","11.04"
"3RDICB","MutualFunds","2013","26.16","7.99","235.16","26.16","240","11.49"
"3RDICB","MutualFunds","2012","25.37","5.95","197.19","25.37","200","13.25"
"3RDICB","MutualFunds","2011","24.83","10.41","220.8","24.83","185","7.16"
"3RDICB","MutualFunds","2010","18.43","10.7","233.03","18.44","140","7"
"3RDICB","MutualFunds","2009","12.14","10.37","112.21","12.14","85","6.75"
"3RDICB","MutualFunds","2008","9.29","17.54","80.79","9.29","65","3.99"
"3RDICB","MutualFunds","2007","6.91","9.47","41.51","6.91","56","8.55"
"3RDICB","MutualFunds","2006","6.61","7.19","21.52","6.61","52","10.95"
"3RDICB","MutualFunds","2005","5.23","11.3","20.1","5.23","52","8.8"
"3RDICB","MutualFunds","2004","4.12","20.36","20.07","4.12","50","5.96"
"3RDICB","MutualFunds","2003","4.27","12.28","20.95","4.27","50","9.52"
"3RDICB","MutualFunds","2002","5.34","8.71","21.68","5.34","50","10.75"
"3RDICB","MutualFunds","2001","5.4","7.61","21.34","5.4","45","10.95"
"3RDICB","MutualFunds","2000","4.5","8.66","20.43","4.5","40","10.26"
"4THICB","MutualFunds","2015","36.29","6.07","289.06","36.29","300","13.61"
"4THICB","MutualFunds","2014","33.17","6.36","299.29","33.17","250","11.85"
"4THICB","MutualFunds","2013","29.24","6.84","229.24","29.24","240","12"
"4THICB","MutualFunds","2012","24.37","5.93","182.11","24.37","185","12.8"
"4THICB","MutualFunds","2011","23.4","9.66","238.47","23.4","165","7.3"
"4THICB","MutualFunds","2010","17.77","12.04","251.28","17.77","125","6"
"4THICB","MutualFunds","2009","11.43","10.82","125.19","11.43","80","6.47"
"4THICB","MutualFunds","2008","8.57","20.21","97.85","8.57","60","3.46"
"4THICB","MutualFunds","2007","6.31","9.95","58.64","6.31","52","8.28"
"4THICB","MutualFunds","2006","5.37","9.69","21.94","5.37","48","9.23"
"4THICB","MutualFunds","2005","7.13","7.17","21.37","7.13","48","9.39"
"4THICB","MutualFunds","2004","7","8.39","19.04","7","45","7.66"
"4THICB","MutualFunds","2003","3.1","12.6","16.54","3.1","40","10.26"
"4THICB","MutualFunds","2002","4.65","7.95","17.44","4.65","40","10.81"
"4THICB","MutualFunds","2001","6.16","6.17","16.79","6.16","38","10"
"4THICB","MutualFunds","2000","3.73","10.05","14.43","3.73","36","9.6"
"5THICB","MutualFunds","2015","35.67","5.54","246.54","53.5","250","12.65"
"5THICB","MutualFunds","2014","27.29","6.78","254.49","40.93","225","12.17"
"5THICB","MutualFunds","2013","23.45","8.23","188.92","35.17","200","10.36"
"5THICB","MutualFunds","2012","22.84","5.99","169.15","34.26","170","12.44"
"5THICB","MutualFunds","2011","18.93","8.99","218.9","28.39","135","7.94"
"5THICB","MutualFunds","2010","14.23","12.39","213.64","21.35","100","6"
"5THICB","MutualFunds","2009","7.86","15.66","118.93","11.78","56","4.55"
"5THICB","MutualFunds","2008","6.43","33.57","99.8","9.64","45","2.09"
"5THICB","MutualFunds","2007","4.1","11.06","50.81","6.15","33","7.28"
"5THICB","MutualFunds","2006","3.34","8.24","12.85","5.01","27","9.81"
"5THICB","MutualFunds","2005","4.07","8.19","12.21","6.1","27","8.11"
"5THICB","MutualFunds","2004","2.1","17.83","10.85","3.15","24","6.41"
"5THICB","MutualFunds","2003","1.94","13.2","11.14","2.91","24","9.38"
"5THICB","MutualFunds","2002","2.43","9.36","11.61","3.65","24","10.55"
"5THICB","MutualFunds","2001","3.31","6.8","11.57","4.97","23","10.22"
"5THICB","MutualFunds","2000","1.68","12.61","10.56","2.52","21","9.91"
"6THICB","MutualFunds","2015","13.93","4.57","59.48","69.67","120","18.84"
"6THICB","MutualFunds","2014","11.74","5.55","67.92","58.7","110","16.9"
"6THICB","MutualFunds","2013","10.99","5.58","60.14","54.97","105","17.13"
"6THICB","MutualFunds","2012","11.98","4.03","61.81","59.88","100","20.7"
"6THICB","MutualFunds","2011","10.58","6.36","81.57","52.89","90","13.37"
"6THICB","MutualFunds","2010","9.06","7.15","82.38","45.33","75","12"
"6THICB","MutualFunds","2009","5","13.59","45.48","25","37","5.45"
"6THICB","MutualFunds","2008","4.26","20.87","34.55","21.32","30","3.37"
"6THICB","MutualFunds","2007","2.61","10.73","19.6","13.02","23","8.83"
"6THICB","MutualFunds","2006","2.45","7.52","11.55","12.27","18.5","10.03"
"6THICB","MutualFunds","2005","2.32","7.86","10.94","11.58","18.5","10.16"
"6THICB","MutualFunds","2004","1.59","13.17","10.48","7.94","17.5","8.37"
"6THICB","MutualFunds","2003","1.48","11.1","10.64","7.42","17.5","10.62"
"6THICB","MutualFunds","2002","1.93","8.26","10.9","9.63","17.5","11.01"
"6THICB","MutualFunds","2001","1.79","9.31","10.73","8.94","17","10.21"
"6THICB","MutualFunds","2000","1.19","12.07","10.64","5.92","16","11.19"
"7THICB","MutualFunds","2015","20.76","4.51","109.18","62.29","150","16.01"
"7THICB","MutualFunds","2014","16.08","6.22","115.93","48.24","130","13"
"7THICB","MutualFunds","2013","13.53","8.28","98.6","40.58","120","10.71"
"7THICB","MutualFunds","2012","14.79","6.9","105.8","44.38","110","10.78"
"7THICB","MutualFunds","2011","13.47","9.19","121.39","40.41","95","7.68"
"7THICB","MutualFunds","2010","9.98","10.65","125.01","29.96","70","7"
"7THICB","MutualFunds","2009","5","17.85","69.42","15","35","3.92"
"7THICB","MutualFunds","2008","4.29","33.17","50.34","12.86","30","2.11"
"7THICB","MutualFunds","2007","2.75","10.3","27.17","8.26","22.5","7.94"
"7THICB","MutualFunds","2006","2.57","6.7","12.3","7.7","16","9.3"
"7THICB","MutualFunds","2005","2.09","8.85","11.34","6.27","16","8.65"
"7THICB","MutualFunds","2004","1.67","12.54","10.85","5.02","15","7.15"
"7THICB","MutualFunds","2003","1.46","10.27","10.67","4.38","14.5","9.67"
"7THICB","MutualFunds","2002","1.63","8.82","10.66","4.9","14.5","10.07"
"7THICB","MutualFunds","2001","1.59","9.94","10.48","4.77","14","8.86"
"7THICB","MutualFunds","2000","1.09","12.8","10.29","3.26","13.5","9.71"
"8THICB","MutualFunds","2015","17.26","4","71.89","86.31","140","20.29"
"8THICB","MutualFunds","2014","13.64","4.96","80.29","68.19","120","17.73"
"8THICB","MutualFunds","2013","12.47","5.49","70.07","62.37","110","16.08"
"8THICB","MutualFunds","2012","12.97","4.03","78.96","64.86","100","19.12"
"8THICB","MutualFunds","2011","12.33","5.75","93.6","61.63","90","12.7"
"8THICB","MutualFunds","2010","9.27","4.03","92.99","46.36","100","19.12"
"8THICB","MutualFunds","2009","4.28","5.75","51.37","21.42","90","12.7"
"8THICB","MutualFunds","2008","3.57","24.47","40.14","17.85","25","2.86"
"8THICB","MutualFunds","2007","2.21","12.3","21.54","11.06","18","6.61"
"8THICB","MutualFunds","2006","1.99","8.64","11.88","9.96","15","8.72"
"8THICB","MutualFunds","2005","2.13","8.68","11.39","0.66","15","8.11"
"8THICB","MutualFunds","2004","1.71","12.29","10.76","8.55","14","6.67"
"8THICB","MutualFunds","2003","1.09","12.8","10.45","5.43","13.5","9.71"
"8THICB","MutualFunds","2002","1.59","8.46","10.71","7.93","13.5","10.06"
"8THICB","MutualFunds","2001","1.43","9.82","10.47","7.14","13","9.27"
"8THICB","MutualFunds","2000","1.01","12.65","10.35","5.07","12.5","9.75"
"AAMRANET","ITSector","2023","3.64","19.26","38.11","225.67","11","1.57"
"AAMRANET","ITSector","2022","1.85","21.12","36.7","109.29","5","1.28"
"AAMRANET","ITSector","2021","2.14","18.96","37.09","120.39","5","1.23"
"AAMRANET","ITSector","2020","3.19","10.4","35.95","179.45","10","3.01"
"AAMRANET","ITSector","2019","4","14.03","35.32","212.03","6","1.07"
"AAMRANET","ITSector","2018","4.01","18.9","32.33","212.44","10","1.32"
"AAMRANET","ITSector","2017","3.22","","26.88","122.27","10",""
"AAMRANET","ITSector","2016","4.72","","23.66","179.46","",""
"AAMRANET","ITSector","2014","2.01","","21.92","76.24","",""
"AAMRANET","ITSector","2013","2.17","","13.66","82.54","",""
"AAMRATECH","ITSector","2023","0.7","52.36","22.85","45.23","10","2.73"
"AAMRATECH","ITSector","2022","1.78","18.51","24.09","108.48","6","1.82"
"AAMRATECH","ITSector","2021","1.45","18.11","23.93","84.09","5","1.91"
"AAMRATECH","ITSector","2020","1.46","15.71","23.48","85.11","10","4.35"
"AAMRATECH","ITSector","2019","1.38","19.28","23.62","76.39","5","1.88"
"AAMRATECH","ITSector","2018","1.61","17.22","23.24","89.06","10","3.61"
"AAMRATECH","ITSector","2017","1.52","27.37","22.62","83.95","10","2.41"
"AAMRATECH","ITSector","2016","1.48","15.81","22.1","82.03","10","4.27"
"AAMRATECH","ITSector","2015","1.65","20.12","21.62","91.28","10","3.01"
"AAMRATECH","ITSector","2014","1.52","18.49","20.97","83.94","10","0.36"
"AAMRATECH","ITSector","2013","1.46","30.53","21.9","73.59","5","1.23"
"AAMRATECH","ITSector","2012","2.46","","24.53","58.85","",""
"AAMRATECH","ITSector","2011","2.63","30.53","22.83","48.62","5","1.23"
"AAMRATECH","ITSector","2010","2.61","","24.9","48.43","",""
"AAMRATECH","ITSector","2009","5.33","","26.86","25.48","",""
"AAMRATECH","ITSector","2008","10.55","","51.96","13.86","",""
"AAMRATECH","ITSector","2007","14.19","","41.41","18.64","",""
"AB Bank","Bank","2022","0.83","11.93","29.92","714.35","",""
"AB Bank","Bank","2021","0.86","14.11","30.59","716.8","2","1.65"
"AB Bank","Bank","2020","0.5","24.44","32.26","394.08","",""
"AB Bank","Bank","2019","0.16","48.59","31.71","123.25","",""
"AB Bank","Bank","2018","0.06","210.65","31.51","43.19","",""
"AB Bank","Bank","2017","0.05","412.22","31.65","40.64","",""
"AB Bank","Bank","2016","2.25","9.91","36.1","1514.74","",""
"AB Bank","Bank","2015","2.42","8.64","39.35","1450.09","",""
"AB Bank","Bank","2014","2.81","11.96","35.23","1495.21","",""
"AB Bank","Bank","2013","2.2","12.78","34.78","1093.7","5","1.91"
"AB Bank","Bank","2012","3.32","11.42","36.67","1466.95","",""
"AB Bank","Bank","2011","3.78","21.68","40.74","1394.74","5","0.73"
"AB Bank","Bank","2010","12.45","11.42","44.14","3989.52","",""
"AB Bank","Bank","2009","13.33","21.68","39.9","3417.19","5","0.73"
"AB Bank","Bank","2008","10.32","9.16","30.15","2300.62","15","1.82"
"AB Bank","Bank","2007","25.61","10","80.7","1903.49","",""
"AB Bank","Bank","2006","9.31","30.54","48.17","532.19","",""
"AB Bank","Bank","2005","3.13","17.61","30.38","162.45","",""
"AB Bank","Bank","2004","1.82","20.01","25.12","90.07","",""
"AB Bank","Bank","2003","0.36","106.11","23.43","17.12","",""
"AB Bank","Bank","2002","0.58","38.64","23.45","23.69","",""
"AB Bank","Bank","2001","6.42","4.67","26.11","263.28","25","8.33"
"AB Bank","Bank","2000","3.88","6.88","22.11","158.86","18","6.75"
"ABB1STMF","MutualFunds","2023","0.06","","","13.84","5","9.62"
"ABB1STMF","MutualFunds","2022","0.31","","","73.07","7","12.73"
"ABB1STMF","MutualFunds","2021","2.61","","","623.38","8","11.94"
"ABB1STMF","MutualFunds","2020","-1.8","","","-429.88","",""
"ABB1STMF","MutualFunds","2019","0.23","","","55.84","3","6.38"
"ABB1STMF","MutualFunds","2018","1.04","","","233.74","2","3.33"
"ABB1STMF","MutualFunds","2017","1.28","","","265.95","3","4.29"
"ABB1STMF","MutualFunds","2016","0.57","","","112.45","",""
"ABB1STMF","MutualFunds","2015","1.67","","","293.59","",""
"ABB1STMF","MutualFunds","2014","0.64","","","103.73","",""
"ABB1STMF","MutualFunds","2013","1","","","149.8","",""
"ABB1STMF","MutualFunds","2012","0.46","","","68.72","",""
"ABBANK","Bank","2023","1.02","9.5","29.58","895.69","",""
"ABBANK","Bank","2022","0.83","11.93","29.92","714.35","",""
"ABBANK","Bank","2021","0.86","14.11","30.59","716.8","2","1.65"
"ABBANK","Bank","2020","0.5","24.44","32.26","394.08","",""
"ABBANK","Bank","2019","0.16","48.59","31.71","123.25","",""
"ABBANK","Bank","2018","0.06","210.65","31.51","43.19","",""
"ABBANK","Bank","2017","0.05","412.22","31.65","40.64","",""
"ABBANK","Bank","2016","2.25","9.91","36.1","1514.74","",""
"ABBANK","Bank","2015","2.42","8.64","39.35","1450.09","",""
"ABBANK","Bank","2014","2.81","11.96","35.23","1495.21","",""
"ABBANK","Bank","2013","2.2","12.78","34.78","1093.7","5","1.91"
"ABBANK","Bank","2012","3.32","11.42","36.67","1466.95","",""
"ABBANK","Bank","2011","3.78","21.68","40.74","1394.74","5","0.73"
"ABBANK","Bank","2010","12.45","11.42","44.14","3989.52","",""
"ABBANK","Bank","2009","13.33","21.68","39.9","3417.19","5","0.73"
"ABBANK","Bank","2008","10.32","9.16","30.15","2300.62","15","1.82"
"ABBANK","Bank","2007","25.61","10","80.7","1903.49","",""
"ABBANK","Bank","2006","9.31","30.54","48.17","532.19","",""
"ABBANK","Bank","2005","3.13","17.61","30.38","162.45","",""
"ABBANK","Bank","2004","1.82","20.01","25.12","90.07","",""
"ABBANK","Bank","2003","0.36","106.11","23.43","17.12","",""
"ABBANK","Bank","2002","0.58","38.64","23.45","23.69","",""
"ABBANK","Bank","2001","6.42","4.67","26.11","263.28","25","8.33"
"ABBANK","Bank","2000","3.88","6.88","22.11","158.86","18","6.75"
"ABRAMIT","Cement","2023","-17.14","","-4.49","-580.79","",""
"ABRAMIT","Cement","2022","-16.88","","12.58","-572.05","5","1.59"
"ABRAMIT","Cement","2021","0.6","73.39","29.13","20.27","",""
"ABRAMIT","Cement","2020","-6.86","","25.63","-232.3","",""
"ABRAMIT","Cement","2019","-5.15","","0.85","-174.58","",""
"ABRAMIT","Cement","2018","-4.56","","6","-154.61","",""
"ABRAMIT","Cement","2017","-2.97","","11.16","-100.67","",""
"ABRAMIT","Cement","2016","0.84","37.38","14.33","28.35","12","3.82"
"ABRAMIT","Cement","2014","0.51","76.47","15.49","15.23","10","2.56"
"ABRAMIT","Cement","2013","2.56","32.93","16.22","43.44","10","1.19"
"ABRAMIT","Cement","2012","3.03","21.09","14.65","51.25","10","1.56"
"ABRAMIT","Cement","2011","3.3","38.93","12.79","50.77","",""
"ABRAMIT","Cement","2010","5.66","30.88","9.44","79.36","",""
"ABRAMIT","Cement","2009","4.34","38.93","4.78","60.69","",""
"ABRAMIT","Cement","2008","0.17","30.88","1.64","2.41","",""
"ABRAMIT","Cement","2007","1","15.06","1.47","14.02","7.5","4.98"
"ABRAMIT","Cement","2006","0.5","14.71","0.9","6.97","",""
"ABRAMIT","Cement","2005","-1.9","","0.4","-26.64","",""
"ABRAMIT","Cement","2004","-4.51","","2.3","-63.15","",""
"ABRAMIT","Cement","2003","-4.03","","-6.81","-56.45","",""
"ABRAMIT","Cement","2002","-3.24","","10.84","-45.33","5","6.06"
"ABRAMIT","Cement","2001","1.62","9.41","14.37","22.61","12","7.89"
"ABRAMIT","Cement","2000","4.55","5.12","13.95","63.73","15","6.44"
"ACFL","Textile","2023","-0.94","","34.5","-95.21","10","3.77"
"ACFL","Textile","2022","0.76","36.55","35.14","76.41","10","3.61"
"ACFL","Textile","2021","1.25","36.52","34.72","125.92","11","2.41"
"ACFL","Textile","2020","0.48","38.75","39.68","48.39","10","5.37"
"ACFL","Textile","2020","0.48","38.48","39.68","48.74","10","5.38"
"ACFL","Textile","2019","2.11","16.74","42.76","204.83","10","2.83"
"ACFL","Textile","2018","3.22","","42.33","257.28","10",""
"ACFL","Textile","2017","3.46","","39.12","277.03","",""
"ACFL","Textile","2016","3.38","","35.63","270.76","",""
"ACHIASF","Food&Allied","2023","1.01","26.63","25.57","37.72","5","1.85"
"ACHIASF","Food&Allied","2022","1","","18.07","22.37","10",""
"ACHIASF","Food&Allied","2021","1.88","","17.07","41.98","",""
"ACI","Pharmaceuticals&Chemicals","2023","-6.48","","113.67","-493.96","40","1.54"
"ACI","Pharmaceuticals&Chemicals","2022","12.3","50.42","141.98","893","50","1.9"
"ACI","Pharmaceuticals&Chemicals","2021","5.5","47.94","162.65","347.17","65","2.46"
"ACI","Pharmaceuticals&Chemicals","2020","-18.45","","137.67","-1058.76","80","3.92"
"ACI","Pharmaceuticals&Chemicals","2019","-14.87","-18.47","196.59","-742.04","100","3.64"
"ACI","Pharmaceuticals&Chemicals","2018","10.73","32.43","229.86","517.01","115","3.31"
"ACI","Pharmaceuticals&Chemicals","2017","24.31","21.25","241.29","1065.16","115","2.23"
"ACI","Pharmaceuticals&Chemicals","2016","81.85","5.56","243.72","3260.54","115","2.53"
"ACI","Pharmaceuticals&Chemicals","2015","79.48","","269.83","","",""
"ACI","Pharmaceuticals&Chemicals","2014","16.68","27.09","120.3","573.45","100","2.56"
"ACI","Pharmaceuticals&Chemicals","2013","7.13","28.97","132.31","203.68","85","4.96"
"ACI","Pharmaceuticals&Chemicals","2012","-6.98","","159.82","-165.89","80","5.67"
"ACI","Pharmaceuticals&Chemicals","2011","12.11","20.54","212.74","238.11","80","3.87"
"ACI","Pharmaceuticals&Chemicals","2010","11.14","33.97","223.04","216.25","120","3.22"
"ACI","Pharmaceuticals&Chemicals","2009","30.64","20.54","151.62","594.48","80","3.87"
"ACI","Pharmaceuticals&Chemicals","2008","57.69","33.97","154.85","932.91","120","3.22"
"ACI","Pharmaceuticals&Chemicals","2007","21.04","9.39","105.55","362.59","85","4.68"
"ACI","Pharmaceuticals&Chemicals","2006","10.34","6.79","64.89","168.21","60","8.55"
"ACI","Pharmaceuticals&Chemicals","2005","6.94","9.39","51.53","112.27","45","6.9"
"ACI","Pharmaceuticals&Chemicals","2004","5.54","14.63","48.6","89.52","42.5","5.25"
"ACI","Pharmaceuticals&Chemicals","2003","5.28","15.03","37.02","85.41","40","5.04"
"ACI","Pharmaceuticals&Chemicals","2002","6.75","9.88","36.51","109.18","37.5","5.62"
"ACI","Pharmaceuticals&Chemicals","2001","5.67","9.84","33.84","91.72","37.5","6.72"
"ACI","Pharmaceuticals&Chemicals","2000","3.97","13.49","34.99","64.13","35","6.54"
"ACIFORMULA","Pharmaceuticals&Chemicals","2023","4.97","31.42","64.57","","","1.6"
"ACIFORMULA","Pharmaceuticals&Chemicals","2022","5.14","30.76","65.88","","","1.58"
"ACIFORMULA","Pharmaceuticals&Chemicals","2021","4.74","31.24","66.77","","","2.02"
"ACIFORMULA","Pharmaceuticals&Chemicals","2020","2.06","53.48","53.38","","","1.81"
"ACIFORMULA","Pharmaceuticals&Chemicals","2019","2.9","52.61","54.85","","","2.3"
"ACIFORMULA","Pharmaceuticals&Chemicals","2018","2.61","62.83","55.45","","","2.14"
"ACIFORMULA","Pharmaceuticals&Chemicals","2017","5.85","34.22","54.35","","","1.75"
"ACIFORMULA","Pharmaceuticals&Chemicals","2016","7.04","22.02","50.5","","","2.26"
"ACIFORMULA","Pharmaceuticals&Chemicals","2015","","","","","",""
"ACIFORMULA","Pharmaceuticals&Chemicals","2014","4.14","30.82","40.1","","","2.35"
"ACIFORMULA","Pharmaceuticals&Chemicals","2013","2.87","27.49","38.45","","","3.17"
"ACIFORMULA","Pharmaceuticals&Chemicals","2012","3.33","22.19","38.08","","","2.5"
"ACIFORMULA","Pharmaceuticals&Chemicals","2011","4.89","27.3","54.63","","","2.81"
"ACIFORMULA","Pharmaceuticals&Chemicals","2010","3.05","45.84","52.73","","","2.15"
"ACIFORMULA","Pharmaceuticals&Chemicals","2009","5.3","27.3","31.42","","","2.81"
"ACIFORMULA","Pharmaceuticals&Chemicals","2008","8.13","45.84","32.32","","","2.15"
"ACIFORMULA","Pharmaceuticals&Chemicals","2007","2.62","","23.77","","",""
"ACIFORMULA","Pharmaceuticals&Chemicals","2006","2.69","","21.15","","",""
"ACIFORMULA","Pharmaceuticals&Chemicals","2005","3.1","","18.46","","",""
"ACIFORMULA","Pharmaceuticals&Chemicals","2004","2.59","","15.35","","",""
"ACMELAB","Pharmaceuticals&Chemicals","2023","10.89","7.9","110.09","","","3.84"
"ACMELAB","Pharmaceuticals&Chemicals","2022","9.98","8.91","102.5","","","3.37"
"ACMELAB","Pharmaceuticals&Chemicals","2021","7.42","9.94","95.04","","","3.39"
"ACMELAB","Pharmaceuticals&Chemicals","2020","6.85","9.25","90","","","3.94"
"ACMELAB","Pharmaceuticals&Chemicals","2019","6.81","11.31","86.69","","","4.55"
"ACMELAB","Pharmaceuticals&Chemicals","2018","6.74","14.82","83.39","","","3.5"
"ACMELAB","Pharmaceuticals&Chemicals","2017","6.61","17.51","80.13","","","3.03"
"ACMELAB","Pharmaceuticals&Chemicals","2016","6.55","17.77","77.34","","","3.01"
"ACMELAB","Pharmaceuticals&Chemicals","2015","5.7","","70.37","","",""
"ACMELAB","Pharmaceuticals&Chemicals","2014","5.65","","66.16","","",""
"ACMELAB","Pharmaceuticals&Chemicals","2013","4.19","","61.15","","",""
"ACMEPL","Pharmaceuticals&Chemicals","2022","1.51","22.48","17.99","188.8","5","1.47"
"ACMEPL","Pharmaceuticals&Chemicals","2021","2.12","","18.48","222.09","",""
"ACTIVEFINE","Pharmaceuticals&Chemicals","2022","0.11","199.09","22.07","25.91","0.25","0.12"
"ACTIVEFINE","Pharmaceuticals&Chemicals","2021","0.16","114.71","22.01","38.28","0.5","0.27"
"ACTIVEFINE","Pharmaceuticals&Chemicals","2019","2.97","9.23","22.28","711.9","2","0.73"
"ACTIVEFINE","Pharmaceuticals&Chemicals","2018","4.13","6.98","23.69","825.36","",""
"ACTIVEFINE","Pharmaceuticals&Chemicals","2017","3.46","14.64","24.45","553.89","",""
"ACTIVEFINE","Pharmaceuticals&Chemicals","2016","5.51","8.69","28.52","678.17","5","1.04"
"ACTIVEFINE","Pharmaceuticals&Chemicals","2015","4.81","","34.85","","",""
"ACTIVEFINE","Pharmaceuticals&Chemicals","2014","4.26","25.31","27.09","359.16","6","0.81"
"ACTIVEFINE","Pharmaceuticals&Chemicals","2013","4.85","20.37","18.74","334.85","5","0.61"
"ACTIVEFINE","Pharmaceuticals&Chemicals","2012","3.68","24.64","16.36","203.34","",""
"ACTIVEFINE","Pharmaceuticals&Chemicals","2011","2.9","25.7","14.26","133.52","",""
"ACTIVEFINE","Pharmaceuticals&Chemicals","2010","1.34","101.97","15.04","35.73","",""
"ADNTEL","ITSector","2023","4","32.93","30.54","258.56","15","1.14"
"ADNTEL","ITSector","2022","2.59","25.38","27.56","167.63","10","1.52"
"ADNTEL","ITSector","2021","2.57","19.33","25.97","165.86","10","2.02"
"ADNTEL","ITSector","2020","2.86","11.24","25.27","161.47","15","4.67"
"ADNTEL","ITSector","2019","2.83","","21.03","127.11","",""
"ADNTEL","ITSector","2018","2.67","","18.8","119.63","",""
"ADVENT","Pharmaceuticals&Chemicals","2023","1.06","26.53","15.02","98.64","2","0.71"
