"Symbol","Sector","Year","Eps","PE","Asst/Shr","Profit","Divid%","Div.Yield"
"ISLAMICFIN","Financial Institutions","2017","1.81","11.58","14.29","243.58","14.5","6.9"
"ISLAMICFIN","Financial Institutions","2016","2.3","8.39","14.14","278.06","3","1.55"
"ISLAMICFIN","Financial Institutions","2015","1.64","9.45","13.35","198.56","13","8.39"
"ISLAMICFIN","Financial Institutions","2014","1.66","11.44","12.98","193.16","8","4.37"
"ISLAMICFIN","Financial Institutions","2013","0.77","25.27","12.38","86.03","6","3.21"
"ISLAMICFIN","Financial Institutions","2012","1.13","29.35","12.77","86.07","",""
"ISLAMICFIN","Financial Institutions","2011","0.4","95.56","13.87","27.61","",""
"ISLAMICFIN","Financial Institutions","2010","2.09","29.35","15.66","123.86","",""
"ISLAMICFIN","Financial Institutions","2009","4.44","95.56","16.24","141.62","",""
"ISLAMICFIN","Financial Institutions","2008","2.07","18.93","13.69","56.84","",""
"ISLAMICFIN","Financial Institutions","2007","1.87","11.21","13.12","51.24","15","7.18"
"ISLAMICFIN","Financial Institutions","2006","1.82","10.53","11.26","49.97","12.5","6.53"
"ISLAMICFIN","Financial Institutions","2005","2.78","6.58","11.23","49.59","10","5.46"
"ISLAMICFIN","Financial Institutions","2004","1.24","","11.59","18.28","",""
"ISLAMICFIN","Financial Institutions","2003","1.79","","11.73","12.5","",""
"ISLAMICFIN","Financial Institutions","2002","0.08","","10.08","0.52","",""
"ISLAMICFIN","Financial Institutions","2001","0.01","","10.01","0.05","",""
"ISLAMIINS","Insurance","2023","2.9","15.86","20.87","","15",""
"ISLAMIINS","Insurance","2022","3.07","12.77","19.18","","12.5",""
"ISLAMIINS","Insurance","2021","3.11","20.92","17.51","","12.5",""
"ISLAMIINS","Insurance","2020","2.18","23.31","15.89","","",""
"ISLAMIINS","Insurance","2019","1.68","14.54","14.85","59.82","5","2.05"
"ISLAMIINS","Insurance","2019","1.68","14.54","14.85","","5",""
"ISLAMIINS","Insurance","2018","1.49","14.53","14.17","53.21","10","4.61"
"ISLAMIINS","Insurance","2018","1.49","14.53","14.17","","10",""
"ISLAMIINS","Insurance","2017","1.44","22.71","13.81","48.73","5","1.53"
"ISLAMIINS","Insurance","2017","1.44","22.71","13.81","","5",""
"ISLAMIINS","Insurance","2016","1.45","13.59","13.61","44.6","",""
"ISLAMIINS","Insurance","2016","1.45","13.59","13.61","","",""
"ISLAMIINS","Insurance","2015","1.15","14","13.38","32.19","",""
"ISLAMIINS","Insurance","2015","1.15","14","13.38","","",""
"ISLAMIINS","Insurance","2014","2.04","11.62","13.96","51.94","5","2.33"
"ISLAMIINS","Insurance","2014","2.04","11.62","13.96","","5",""
"ISLAMIINS","Insurance","2013","1.93","19.35","13.83","42.88","",""
"ISLAMIINS","Insurance","2013","1.93","19.35","13.83","","",""
"ISLAMIINS","Insurance","2012","1.45","25.81","13.4","28.64","",""
"ISLAMIINS","Insurance","2012","1.45","25.81","13.4","","",""
"ISLAMIINS","Insurance","2011","0.98","49.55","13.15","17.66","",""
"ISLAMIINS","Insurance","2011","0.98","49.55","13.15","","",""
"ISLAMIINS","Insurance","2010","2.05","25.81","14.6","30.88","",""
"ISLAMIINS","Insurance","2010","2.05","25.81","14.6","","",""
"ISLAMIINS","Insurance","2009","0.75","49.55","12.54","11.27","",""
"ISLAMIINS","Insurance","2009","0.75","49.55","12.54","","",""
"ISLAMIINS","Insurance","2008","1.8","","14.51","10.8","",""
"ISLAMIINS","Insurance","2008","1.8","","14.51","","",""
"ISLAMIINS","Insurance","2007","3.09","","13.71","18.56","",""
"ISLAMIINS","Insurance","2007","3.09","","13.71","","",""
"ISLAMIINS","Insurance","2006","2.49","","11.12","14.94","",""
"ISLAMIINS","Insurance","2006","2.49","","11.12","","",""
"ISLAMIINS","Insurance","2005","4.48","","8.63","26.87","",""
"ISLAMIINS","Insurance","2005","4.48","","8.63","","",""
"ISLAMIINS","Insurance","2004","2.61","","4.15","15.66","",""
"ISLAMIINS","Insurance","2004","2.61","","4.15","","",""
"ISNLTD","ITSector","2023","0.43","132.57","2.93","4.69","1","0.18"
"ISNLTD","ITSector","2022","0.59","91.78","3.12","6.43","3","0.56"
"ISNLTD","ITSector","2021","-8.45","","2.47","-92.29","",""
"ISNLTD","ITSector","2020","0.18","188.92","12.63","1.95","1","0.3"
"ISNLTD","ITSector","2019","0.4","78.88","12.65","4.39","2","0.63"
"ISNLTD","ITSector","2018","0.48","46.74","12.24","5.19","",""
"ISNLTD","ITSector","2017","-0.52","","13.88","-5.66","",""
"ISNLTD","ITSector","2016","-0.73","","14.55","-7.98","",""
"ISNLTD","ITSector","2015","","","","","",""
"ISNLTD","ITSector","2014","-0.7","","15.27","-7.69","",""
"ISNLTD","ITSector","2013","-1.03","","16.12","-11.3","",""
"ISNLTD","ITSector","2012","0.29","60.74","18.18","2.98","",""
"ISNLTD","ITSector","2011","0.55","59.62","16.17","5.49","5","1.58"
"ISNLTD","ITSector","2010","1.05","43.23","17.51","9.47","",""
"ISNLTD","ITSector","2009","1.18","59.62","18.96","9.66","5","1.58"
"ISNLTD","ITSector","2008","1.23","43.23","11.33","10.05","",""
"ISNLTD","ITSector","2007","1.24","17.58","12.33","8.79","",""
"ISNLTD","ITSector","2006","1.42","9.08","10.95","10.08","15","11.63"
"ISNLTD","ITSector","2005","0.21","50.76","10.92","1.5","",""
"ISNLTD","ITSector","2004","1.44","16.76","10.69","10.27","12","4.96"
"ISNLTD","ITSector","2003","1.38","20.46","10.57","9.84","11","3.89"
"ISNLTD","ITSector","2002","1.13","12.8","7.61","8.01","10.5","7.29"
"ITC","ITSector","2023","2.45","17.59","19","315.11","10","2.32"
"ITC","ITSector","2022","1.87","17.99","17.15","240.23","6","1.79"
"ITC","ITSector","2021","1.54","23.44","16.48","198.03","5","1.39"
"ITC","ITSector","2020","1.21","24.2","15.93","148.76","5","1.7"
"ITC","ITSector","2019","1.57","27.92","16.27","179.94","5","1.14"
"ITC","ITSector","2018","1.14","37.35","16.16","118.12","",""
"ITC","ITSector","2017","1.04","46.96","16.22","103.75","6","1.23"
"ITC","ITSector","2016","0.93","56.02","18.24","75.84","",""
"ITC","ITSector","2015","0.42","","18.58","31.56","",""
"ITC","ITSector","2014","1.04","","18.28","77.72","",""
"ITC","ITSector","2013","0.35","","17.67","26.34","",""
"ITC","ITSector","2012","0.62","","17.34","41.72","",""
"JAMUNA","Bank","2022","2.12","10.04","26.26","1589.11","17.5","8.22"
"JAMUNA","Bank","2021","3.35","6.98","28.41","2512.47","17.5","7.48"
"JAMUNA","Bank","2020","3.54","4.97","32.06","2653.63","17.5","9.94"
"JAMUNA","Bank","2019","3.38","5.47","22.77","2532.43","15","8.11"
"JAMUNA","Bank","2018","3.07","5.74","24.09","2297.12","20","11.36"
"JAMUNA","Bank","2017","3.38","6.51","25.12","2076.58","",""
"JAMUNA","Bank","2016","2.92","5.34","25.7","1791.05","20.5","13.14"
"JAMUNA","Bank","2015","2.68","4.48","25.61","1642.85","19.5","16.25"
"JAMUNA","Bank","2014","2.62","5.59","20.99","1352.74","",""
"JAMUNA","Bank","2013","2.55","7.34","19.82","1144.48","",""
"JAMUNA","Bank","2012","2.47","8.79","18.56","1110.32","14","6.45"
"JAMUNA","Bank","2011","3.71","11.46","20.02","1351.76","",""
"JAMUNA","Bank","2010","4.78","8.79","28.74","1066.01","14","6.45"
"JAMUNA","Bank","2009","5.69","11.46","24.55","923.12","",""
"JAMUNA","Bank","2008","3.82","9.02","16.45","479.74","",""
"JAMUNA","Bank","2007","","57.18","","89.11","",""
"JAMUNA","Bank","2006","","8.95","16","253.4","",""
"JAMUNA","Bank","2005","4.66","6.82","18.81","199.82","1.5","0.47"
"JAMUNA","Bank","2004","3.64","","11.84","155.95","",""
"JAMUNA","Bank","2003","1.57","","11.57","61.41","",""
"JAMUNABANK","Bank","2023","2.91","7.18","24.67","2566.64","17.5","8.37"
"JAMUNABANK","Bank","2022","2.12","10.04","26.26","1589.11","17.5","8.22"
"JAMUNABANK","Bank","2021","3.35","6.98","28.41","2512.47","17.5","7.48"
"JAMUNABANK","Bank","2020","3.54","4.97","32.06","2653.63","17.5","9.94"
"JAMUNABANK","Bank","2019","3.38","5.47","22.77","2532.43","15","8.11"
"JAMUNABANK","Bank","2018","3.07","5.74","24.09","2297.12","20","11.36"
"JAMUNABANK","Bank","2017","3.38","6.51","25.12","2076.58","",""
"JAMUNABANK","Bank","2016","2.92","5.34","25.7","1791.05","20.5","13.14"
"JAMUNABANK","Bank","2015","2.68","4.48","25.61","1642.85","19.5","16.25"
"JAMUNABANK","Bank","2014","2.62","5.59","20.99","1352.74","",""
"JAMUNABANK","Bank","2013","2.55","7.34","19.82","1144.48","",""
"JAMUNABANK","Bank","2012","2.47","8.79","18.56","1110.32","14","6.45"
"JAMUNABANK","Bank","2011","3.71","11.46","20.02","1351.76","",""
"JAMUNABANK","Bank","2010","4.78","8.79","28.74","1066.01","14","6.45"
"JAMUNABANK","Bank","2009","5.69","11.46","24.55","923.12","",""
"JAMUNABANK","Bank","2008","3.82","9.02","16.45","479.74","",""
"JAMUNABANK","Bank","2007","","57.18","","89.11","",""
"JAMUNABANK","Bank","2006","","8.95","16","253.4","",""
"JAMUNABANK","Bank","2005","4.66","6.82","18.81","199.82","1.5","0.47"
"JAMUNABANK","Bank","2004","3.64","","11.84","155.95","",""
"JAMUNABANK","Bank","2003","1.57","","11.57","61.41","",""
"JAMUNABANK","Bank","2002","0.01","","10.01","0.22","",""
"JAMUNAOIL","Power&Fuel","2020","18.13","7.62","161.4","2001.85","120","8.68"
"JAMUNAOIL","Power&Fuel","2019","21.19","8.2","167.61","2339.58","130","7.48"
"JAMUNAOIL","Power&Fuel","2018","25.45","7.31","170.34","2810.74","130","6.99"
"JAMUNAOIL","Power&Fuel","2017","20.31","10.2","166.98","2242.61","110","5.31"
"JAMUNAOIL","Power&Fuel","2016","17.74","10.25","143.44","1959.02","100","5.5"
"JAMUNAOIL","Power&Fuel","2015","20.4","9.64","136.74","2253.19","100","5.09"
"JAMUNAOIL","Power&Fuel","2014","23.08","10.14","118.53","2316.78","90","4.23"
"JAMUNAOIL","Power&Fuel","2013","21.81","11.56","72.05","1990.06","90","3.93"
"JAMUNAOIL","Power&Fuel","2012","29.62","10.91","69.81","2079.1","45","1.81"
"JAMUNAOIL","Power&Fuel","2011","18.79","17.9","49.25","1014.47","30","1.16"
"JAMUNAOIL","Power&Fuel","2010","12.53","10.91","41.76","564.07","45","1.81"
"JAMUNAOIL","Power&Fuel","2009","9.32","17.9","34.23","419.2","30","1.16"
"JAMUNAOIL","Power&Fuel","2008","11.36","17.8","32.91","511.28","40","1.98"
"JAMUNAOIL","Power&Fuel","2007","","","","302.67","15",""
"JAMUNAOIL","Power&Fuel","2006","","","","128.73","",""
"JAMUNAOIL","Power&Fuel","2005","0.06","","13.17","2.87","",""
"JAMUNAOIL","Power&Fuel","2004","-0.96","","13.11","-43.41","",""
"JAMUNAOIL","Power&Fuel","2003","1.09","","14.81","49.11","",""
"JAMUNAOIL","Power&Fuel","2002","2.03","","13.72","91.28","",""
"JANATAINS","Insurance","2023","1.24","26.85","14.69","57.8","11",""
"JANATAINS","Insurance","2022","1.2","23.79","14.55","56.05","11",""
"JANATAINS","Insurance","2021","1.21","39.58","14.41","53.51","6",""
"JANATAINS","Insurance","2020","1.25","31.76","14.45","52.85","6","1.51"
"JANATAINS","Insurance","2020","1.25","31.86","14.45","52.69","6",""
"JANATAINS","Insurance","2019","1.08","18.16","14.22","45.86","10","5.08"
"JANATAINS","Insurance","2019","1.08","18.16","14.22","45.86","10",""
"JANATAINS","Insurance","2018","1.06","12.9","14.3","42.78","5","3.65"
"JANATAINS","Insurance","2018","1.06","12.9","14.3","42.78","5",""
"JANATAINS","Insurance","2017","0.5","31.28","13.89","19.25","",""
"JANATAINS","Insurance","2016","0.22","61.82","13.39","8.37","",""
"JANATAINS","Insurance","2015","0.52","22.31","13.67","19.89","5","4.31"
"JANATAINS","Insurance","2015","0.52","22.31","13.67","19.89","5",""
"JANATAINS","Insurance","2014","0.16","101.88","14.47","5.59","",""
"JANATAINS","Insurance","2013","0.59","49.81","16.1","18.19","",""
"JANATAINS","Insurance","2012","0.78","36.82","17.07","22.09","",""
"JANATAINS","Insurance","2011","1.09","41.54","17.91","24.79","",""
"JANATAINS","Insurance","2010","1.81","36.82","13.97","14.69","",""
"JANATAINS","Insurance","2009","1.25","41.54","13.66","9.05","",""
"JANATAINS","Insurance","2008","1.06","39.52","13.62","7","",""
"JANATAINS","Insurance","2007","1.05","17","","6.31","",""
"JANATAINS","Insurance","2006","0.26","34.51","12.75","1.58","",""
"JANATAINS","Insurance","2005","0.3","30.68","12.65","1.78","",""
"JANATAINS","Insurance","2004","0.39","41.51","12.45","2.31","",""
"JANATAINS","Insurance","2003","1.13","18.61","12.07","6.77","10","4.76"
"JANATAINS","Insurance","2003","1.13","18.61","12.07","6.77","10",""
"JANATAINS","Insurance","2002","1.22","15.08","12.04","7.29","10","5.46"
"JANATAINS","Insurance","2002","1.22","15.08","12.04","7.29","10",""
"JANATAINS","Insurance","2001","0.33","36.23","11.82","1.99","",""
"JANATAINS","Insurance","2000","0.03","5.54","11.49","0.15","",""
"JHRML","Pharmaceuticals&Chemicals","2023","2.41","33.11","32.12","301.95","5","0.62"
"JHRML","Pharmaceuticals&Chemicals","2022","3.25","25.25","38.84","325.02","12.5","1.52"
"JHRML","Pharmaceuticals&Chemicals","2021","2.5","","31.49","225","",""
"JMISMDL","Pharmaceuticals&Chemicals","2023","-4.99","","86.37","-149.96","10","1.25"
"JMISMDL","Pharmaceuticals&Chemicals","2022","4.55","68.61","124.25","100.6","",""
"JMISMDL","Pharmaceuticals&Chemicals","2021","4.03","82.12","122.7","89.11","30","0.91"
"JMISMDL","Pharmaceuticals&Chemicals","2020","4.35","66.62","121.66","96.04","30","1.04"
"JMISMDL","Pharmaceuticals&Chemicals","2019","6.05","77.38","68.74","66.55","30","0.64"
"JMISMDL","Pharmaceuticals&Chemicals","2018","6.86","34.2","71.27","75.5","30","1.28"
"JMISMDL","Pharmaceuticals&Chemicals","2017","6.78","26.7","67.64","74.56","30","1.66"
"JMISMDL","Pharmaceuticals&Chemicals","2016","8.88","16.64","64.63","97.69","35","2.37"
"JMISMDL","Pharmaceuticals&Chemicals","2015","","","","","",""
"JMISMDL","Pharmaceuticals&Chemicals","2014","4.46","37.09","48.86","49.01","20","1.21"
"JMISMDL","Pharmaceuticals&Chemicals","2013","2.95","70.41","46.03","32.42","15","0.72"
"JMISMDL","Pharmaceuticals&Chemicals","2012","1.12","","44.61","12.34","12",""
"JMISMDL","Pharmaceuticals&Chemicals","2011","1.05","","12.83","11.57","12",""
"JMISMDL","Pharmaceuticals&Chemicals","2010","1.61","","13.24","17.67","10",""
"JMISMDL","Pharmaceuticals&Chemicals","2009","1.58","","12.64","17.4","12",""
"JMISMDL","Pharmaceuticals&Chemicals","2008","1.17","","11.8","12.87","10",""
"JMISMDL","Pharmaceuticals&Chemicals","2007","0.71","","11.38","7.78","5",""
"JUTESPINN","Jute","2023","-83.78","-4.98","","-142.42","",""
"JUTESPINN","Jute","2022","-44.84","-3.2","","-76.22","",""
"JUTESPINN","Jute","2021","-44.59","-2.73","","-75.8","",""
"JUTESPINN","Jute","2020","-45.43","-1.68","","-77.23","",""
"JUTESPINN","Jute","2019","-46.19","-2.12","","-78.52","",""
"JUTESPINN","Jute","2016","-42.1","","-147.44","-71.56","",""
"JUTESPINN","Jute","2015","-19.69","","-105.18","-33.47","",""
"JUTESPINN","Jute","2014","-43.64","","-83.92","-74.18","",""
"JUTESPINN","Jute","2013","-48.14","","-39.9","-81.84","",""
"JUTESPINN","Jute","2012","2.06","38.88","10.25","3.5","20","2.5"
"JUTESPINN","Jute","2011","4.87","","10.19","8.28","",""
"JUTESPINN","Jute","2010","3.73","38.88","8.22","6.35","20","2.5"
"JUTESPINN","Jute","2009","2.19","33.5","6.82","3.72","20","2.72"
"JUTESPINN","Jute","2008","3.28","26.23","6.26","5.57","20","2.33"
"JUTESPINN","Jute","2007","3.47","9.5","2.92","5.91","20","6.06"
"JUTESPINN","Jute","2006","3.22","10.4","58.47","5.47","20","6"
"JUTESPINN","Jute","2005","2.63","11.41","57.45","4.47","17.5","5.83"
"JUTESPINN","Jute","2004","1.84","19.56","56.54","3.13","15","4.17"
"JUTESPINN","Jute","2003","1.6","13.04","58.33","2.72","15","7.18"
"JUTESPINN","Jute","2002","1.9","11.28","56.72","3.23","15","7"
"JUTESPINN","Jute","2001","1.49","9.42","55.83","2.53","10","7.14"
"JUTESPINN","Jute","2000","0.61","25.38","55.34","1.04","0","0"
"KARNAPHULI","Insurance","2023","1.89","19.52","21.61","84.81","10","2.71"
"KARNAPHULI","Insurance","2022","1.86","14.85","20.72","83.42","10","3.62"
"KARNAPHULI","Insurance","2021","2.37","17.93","20.19","106.36","12","2.82"
"KARNAPHULI","Insurance","2020","1.57","21.59","18.82","70.26","10","2.96"
"KARNAPHULI","Insurance","2019","1.1","20.21","18.22","49.3","10","4.5"
"KARNAPHULI","Insurance","2018","1.31","12.08","18.58","55.89","6","3.8"
"KARNAPHULI","Insurance","2017","1.51","11.69","18.73","61.27","5","3.41"
"KARNAPHULI","Insurance","2016","1.36","11.54","18.23","55.25","10","6.37"
"KARNAPHULI","Insurance","2015","0.47","25.11","17.87","19.05","10","8.47"
"KARNAPHULI","Insurance","2014","1.53","11.92","19.74","59.5","7","4.02"
"KARNAPHULI","Insurance","2013","1.7","15","19.87","62.93","7.5","3.09"
"KARNAPHULI","Insurance","2012","1.56","19.94","19.42","57.62","12.5","4.02"
"KARNAPHULI","Insurance","2011","2.12","23.73","19.36","78.22","15","2.98"
"KARNAPHULI","Insurance","2010","3.98","19.94","21.59","108.79","12.5","4.02"
"KARNAPHULI","Insurance","2009","4.47","23.73","21.39","54.29","15","2.98"
"KARNAPHULI","Insurance","2008","3.49","14.14","20.82","38.84","",""
"KARNAPHULI","Insurance","2007","1.73","17.76","18.76","16.93","",""
"KARNAPHULI","Insurance","2006","1.51","8.16","17.5","13.16","",""
"KARNAPHULI","Insurance","2005","1.44","8.02","17.92","11.22","",""
"KARNAPHULI","Insurance","2004","1.38","12","16.48","13.83","",""
"KARNAPHULI","Insurance","2003","2.36","10.56","19.94","14.13","",""
"KARNAPHULI","Insurance","2002","1.92","10.37","17.85","11.5","16","8.05"
"KARNAPHULI","Insurance","2001","1.57","9.22","17.53","9.44","15","10.34"
"KARNAPHULI","Insurance","2000","1.84","8.21","20.41","11.02","15","9.95"
"KAY&QUE","Engineering","2023","0.32","741.82","76.43","1.66","3","0.13"
"KAY&QUE","Engineering","2022","0.59","424.26","75.64","2.99","5",""
"KAY&QUE","Engineering","2021","0.92","243.86","76.74","4.52","",""
"KAY&QUE","Engineering","2020","0.44","467.72","76.79","2.17","4","0.19"
"KAY&QUE","Engineering","2019","0.89","238.36","76.94","4.35","7.5","0.35"
"KAY&QUE","Engineering","2018","0.91","231.9","76.55","4.44","5","0.24"
"KAY&QUE","Engineering","2017","0.05","1426.71","-11.45","0.23","",""
"KAY&QUE","Engineering","2016","-0.02","","-11.49","-0.08","",""
"KAY&QUE","Engineering","2014","-0.66","","1.04","-3.24","",""
"KAY&QUE","Engineering","2013","-3.55","","2.18","-17.39","",""
"KAY&QUE","Engineering","2012","-3.89","","5.45","-19.06","",""
"KAY&QUE","Engineering","2011","0.5","85.8","9.88","2.45","5","1.17"
"KAY&QUE","Engineering","2010","0.45","105.97","10.52","2.07","",""
"KAY&QUE","Engineering","2009","0.27","85.8","10.58","1.18","5","1.17"
"KAY&QUE","Engineering","2008","0.26","105.97","10.6","1.09","",""
"KAY&QUE","Engineering","2007","0.16","96.04","12.37","0.61","",""
"KAY&QUE","Engineering","2006","0.25","35.37","11.7","0.95","5","5.75"
"KAY&QUE","Engineering","2005","0.42","25.76","11.42","1.6","6","5.61"
"KAY&QUE","Engineering","2004","0.2","50.29","11.51","0.76","5","5.05"
"KAY&QUE","Engineering","2003","0.51","41.7","11.82","1.97","10","4.68"
"KAY&QUE","Engineering","2002","2.41","8.86","12.34","9.28","15","7.03"
"KAY&QUE","Engineering","2001","1.46","15.08","11.16","5.61","12","5.45"
"KAY&QUE","Engineering","2000","0.93","16.28","11.16","3.58","10","6.6"
"KBPPWBIL","Miscellaneous","2023","-0.06","","11.87","-6.35","",""
"KBPPWBIL","Miscellaneous","2022","-0.18","","11.94","-18.09","2","1.47"
"KBPPWBIL","Miscellaneous","2021","-0.15","","12.26","-14.99","",""
"KBPPWBIL","Miscellaneous","2020","-0.09","","12.55","-8.77","2","3.28"
"KBPPWBIL","Miscellaneous","2019","0.25","43.97","12.64","24.31","",""
"KBPPWBIL","Miscellaneous","2018","0.72","21.13","12.53","70.56","2","1.32"
"KBPPWBIL","Miscellaneous","2017","0.81","28.69","13","71.79","",""
"KBPPWBIL","Miscellaneous","2016","1.29","21.4","13.53","103.77","",""
"KBPPWBIL","Miscellaneous","2015","1.5","17.87","14.13","97.1","",""
"KBPPWBIL","Miscellaneous","2014","1.71","","15.85","74.38","",""
"KBPPWBIL","Miscellaneous","2013","1.67","","14.69","64.64","",""
"KBPPWBIL","Miscellaneous","2012","0.45","","11.71","17.22","",""
"KBPPWBIL","Miscellaneous","2011","3.38","","24.51","21.99","",""
"KBSEED","Miscellaneous","2023","0.77","209.14","11.57","23.21","5","0.31"
"KBSEED","Miscellaneous","2022","1.51","21.23","12.3","30.42","15","4.67"
"KBSEED","Miscellaneous","2021","1.87","","17.87","18.74","",""
"KDSALTD","Engineering","2023","2.15","35.76","26.13","153.25","10","1.3"
"KDSALTD","Engineering","2022","2.33","25.77","25.58","165.73","16","2.67"
"KDSALTD","Engineering","2021","2.2","22.41","24.75","156.95","15","3.04"
"KDSALTD","Engineering","2020","2.18","17.67","24.99","144.68","7.5","1.94"
"KDSALTD","Engineering","2019","2.2","26.28","24.94","138.44","10","1.73"
"KDSALTD","Engineering","2018","2.21","28.05","24.88","132.98","10","1.61"
"KDSALTD","Engineering","2017","2.2","34.66","24.8","125.59","10","1.31"
"KDSALTD","Engineering","2016","4","21.25","24.99","185.8","5","0.59"
"KDSALTD","Engineering","2015","3.15","","26.2","","",""
"KDSALTD","Engineering","2014","2.22","","21.85","88.64","",""
"KDSALTD","Engineering","2013","2.15","","19.63","85.87","",""
"KDSALTD","Engineering","2012","3.69","","23.21","111.24","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2020","0.21","13.06","0.23","236.38","1","3.57"
"KEYACOSMET","Pharmaceuticals&Chemicals","2019","-12.94","","0.02","-12968.36","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2018","1.21","7.28","14.02","1211.88","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2017","2.01","7.33","15.37","1675.04","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2016","1.87","6.36","15.77","1325.68","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2015","0.29","67.93","16.67","169.7","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2014","1.51","15.7","21.09","270.1","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2013","1.55","19.79","21.54","252.1","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2012","3.51","22.58","21.99","264.83","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2011","4.39","19.79","25.04","268.38","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2010","5.26","22.58","22.87","151.38","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2009","3.01","20.33","19.11","86.61","15","2.45"
"KEYACOSMET","Pharmaceuticals&Chemicals","2008","3.14","22.61","19.11","90.56","30","4.23"
"KEYACOSMET","Pharmaceuticals&Chemicals","2007","4.05","6.72","15.96","97.84","30","11.03"
"KEYACOSMET","Pharmaceuticals&Chemicals","2006","3.33","9.61","14.97","66.7","20.5","8"
"KEYACOSMET","Pharmaceuticals&Chemicals","2005","5.5","8.44","18.45","88","",""
"KEYACOSMET","Pharmaceuticals&Chemicals","2004","2.51","10.21","17.95","40.11","16","6.25"
"KEYACOSMET","Pharmaceuticals&Chemicals","2003","1.33","10.71","17.2","21.22","16","11.27"
"KEYACOSMET","Pharmaceuticals&Chemicals","2002","1.65","9.55","17.08","26.48","16","10.13"
"KFL","Miscellaneous","2022","1.01","27.13","14.64","42.54","10","3.64"
"KFL","Miscellaneous","2021","1.81","","18.61","49.82","10",""
"KFL","Miscellaneous","2020","1.74","","16.8","47.76","",""
"KOHINOOR","Pharmaceuticals&Chemicals","2023","12.31","37.26","59.46","377.26","40","0.87"
"KOHINOOR","Pharmaceuticals&Chemicals","2022","12.41","29.96","58.49","316.76","20","0.54"
"KOHINOOR","Pharmaceuticals&Chemicals","2021","10.54","38.08","55.58","234","35","0.87"
"KOHINOOR","Pharmaceuticals&Chemicals","2020","8.32","56.81","49.34","167.96","35","0.74"
"KOHINOOR","Pharmaceuticals&Chemicals","2019","10.37","37.1","52.42","174.35","20","0.52"
"KOHINOOR","Pharmaceuticals&Chemicals","2018","11.02","40.1","51.93","154.5","10","0.23"
"KOHINOOR","Pharmaceuticals&Chemicals","2017","12.04","34.67","45.46","146.8","15","0.36"
"KOHINOOR","Pharmaceuticals&Chemicals","2016","11.75","30.31","41.1","119.3","10","0.28"
"KOHINOOR","Pharmaceuticals&Chemicals","2015","9.01","39.28","32.35","91.46","30","0.85"
"KOHINOOR","Pharmaceuticals&Chemicals","2014","13.2","37.41","29.19","107.22","",""
"KOHINOOR","Pharmaceuticals&Chemicals","2013","14.33","20.94","18.16","93.13","",""
"KOHINOOR","Pharmaceuticals&Chemicals","2012","12.37","18.91","12.26","61.87","10","0.56"
"KOHINOOR","Pharmaceuticals&Chemicals","2011","8.52","20.94","1.57","42.58","",""
"KOHINOOR","Pharmaceuticals&Chemicals","2010","7.41","18.91","-9.07","37.06","10","0.56"
"KOHINOOR","Pharmaceuticals&Chemicals","2009","7.67","10.82","-12.48","38.35","40","4.82"
"KOHINOOR","Pharmaceuticals&Chemicals","2008","6.35","11.82","-16.15","31.72","30","4"
"KOHINOOR","Pharmaceuticals&Chemicals","2007","3.55","16.91","-19.5","17.74","18","3"
"KOHINOOR","Pharmaceuticals&Chemicals","2006","3.39","19.16","-22.68","16.97","16","2"
"KOHINOOR","Pharmaceuticals&Chemicals","2005","3.43","19.38","-24.47","17.16","18","2.71"
"KOHINOOR","Pharmaceuticals&Chemicals","2004","3.2","17.82","-26.1","15.99","17","2.98"
"KOHINOOR","Pharmaceuticals&Chemicals","2003","2.78","10.27","-27.28","27.76","15","5.26"
"KOHINOOR","Pharmaceuticals&Chemicals","2002","2.65","10.75","-29.32","13.26","15","5.26"
"KOHINOOR","Pharmaceuticals&Chemicals","2001","2.56","6.45","-41.04","12.8","15","9.09"
"KOHINOOR","Pharmaceuticals&Chemicals","2000","2.19","4.59","-27.02","10.9","15","15"
"KPCL","Power&Fuel","2020","3.4","13.34","24.6","1349.47","34","7.51"
"KPCL","Power&Fuel","2019","3.5","16.08","25.2","1391.03","40","7.1"
"KPCL","Power&Fuel","2018","6.18","10.94","26.87","2231.89","30","4.44"
"KPCL","Power&Fuel","2017","5.07","11.69","26.2","1830.27","55","9.29"
"KPCL","Power&Fuel","2016","9.82","6.61","24.63","3548.15","75","11.56"
"KPCL","Power&Fuel","2015","","","","","",""
"KPCL","Power&Fuel","2014","2.3","24.78","22.81","831.43","40","7.02"
"KPCL","Power&Fuel","2013","5.62","9.16","20.37","1935.15","25","5.09"
"KPCL","Power&Fuel","2012","5.32","10.53","17.84","1626.89","12.5","2.51"
"KPCL","Power&Fuel","2011","2.83","23.52","13.31","815.5","",""
